source_id,author,title,source_type,collection,verdict,edition,known_url,passages,words,in_ingestion_log,note
jw-letter-1767-04-to-george-merryweather,john-wesley,04 To George Merryweather,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,133,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1768-34-to-john-mason,john-wesley,34 To John Mason,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,133,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1772-63-to-ann-bolton,john-wesley,63 To Ann Bolton,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,133,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1773-22-to-christopher-hopper,john-wesley,22 To Christopher Hopper,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,133,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1774-42-to-jonathan-pritchard,john-wesley,42 To Jonathan Pritchard,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,133,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1778-25-to-mrs-johnston-annandale-lisleen,john-wesley,25 To Mrs Johnston Annandale Lisleen,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,133,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1779-48-to-james-creighton,john-wesley,48 To James Creighton,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,133,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1779-63-to-robert-cart,john-wesley,63 To Robert Cart,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,133,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1783a-14-to-joseph-taylor,john-wesley,A 14 To Joseph Taylor,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,133,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1783a-25-to-henry-brooke,john-wesley,A 25 To Henry Brooke,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,133,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1784a-01-to-isaac-andrews,john-wesley,A 01 To Isaac Andrews,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,133,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1788b-69-to-mrs-cock,john-wesley,B 69 To Mrs Cock,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,133,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1789b-37-to-john-grace,john-wesley,B 37 To John Grace,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,133,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1790a-06-to-thomas-rutherford,john-wesley,A 06 To Thomas Rutherford,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,133,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1774-03-to-john-mason,john-wesley,03 To John Mason,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,132,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1781a-28-to-mrs-benson,john-wesley,A 28 To Mrs Benson,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,132,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1782b-13-to-john-bredin,john-wesley,B 13 To John Bredin,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,132,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
